Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /customers,1224,3,470.0,808.7593398137387,52.948132972233,13539.294297981542,17636.026960784315,20.66972629120925,0.050661093851003064,470,800,960,1100,1500,1900,5700,7100,12000,14000,14000
GET,GET /customers (find id),357,4,520.0,910.235126433354,66.38190499506891,12545.24866398424,17482.420168067227,6.028670168269365,0.06754812513467076,520,820,980,1100,1400,2600,6600,7300,13000,13000,13000
GET,GET /customers/{id},349,0,300.0,532.1565852824059,41.31393600255251,6997.923471964896,1234.0143266475645,5.8935739180000235,0.0,300,510,710,790,1100,1500,2200,2900,7000,7000,7000
GET,GET /health,137,0,600.0,866.2852272323339,214.62700300617144,6903.868519002572,130.0,2.3135232858624732,0.0,600,860,930,980,1400,2100,5500,6500,6900,6900,6900
GET,GET /inventory,502,1,450.0,752.5148635079196,40.326170972548425,11979.374341026414,4766.683266932271,8.47728970440118,0.01688703128366769,450,760,910,1100,1500,1800,4600,6500,12000,12000,12000
GET,GET /products,1599,9,220.0,439.5082757880054,12.649615004193038,11257.284066989087,13015.155722326454,27.002363022584635,0.1519832815530092,220,400,510,570,770,1100,2700,5700,9900,11000,11000
GET,GET /sales-orders,1083,7,260.0,502.315442861281,17.383848025929183,11762.168873974588,4415.139427516159,18.288654880212107,0.11820921898567383,260,450,560,610,850,1100,3400,5900,12000,12000,12000
GET,GET /users,180,0,260.0,467.5424050109642,24.578230979386717,10909.503964998294,596.0,3.039665631060184,0.0,260,430,600,640,890,1100,1400,6300,11000,11000,11000
POST,POST /auth/login,200,11,5400.0,5860.515817697451,1474.1134609794244,12521.185549965594,292.24,3.3774062567335377,0.1857573441203446,5500,6800,7700,9000,11000,12000,12000,12000,13000,13000,13000
,Aggregated,5631,35,350.0,799.1624421931001,12.649615004193038,13539.294297981542,10020.890605576275,95.09087315833276,0.5910460949283691,350,570,760,890,1400,3000,6700,9600,12000,14000,14000
