Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /customers,548,0,59,78.72455633412383,32.38357900409028,877.5971950381063,17679.0,9.281363298749916,0.0,59,67,78,84,110,160,350,550,880,880,880
GET,GET /customers (find id),147,0,60,66.28050796844407,35.93691799324006,218.5713280341588,17679.0,2.489708768095324,0.0,60,69,75,80,94,120,170,190,220,220,220
GET,GET /customers/{id},147,0,40,44.351462666404615,22.023850004188716,147.63302000937983,1220.5850340136055,2.489708768095324,0.0,40,47,52,54,61,75,110,130,150,150,150
GET,GET /health,41,0,230.0,245.6570552426345,193.15443496452644,682.2327520349063,129.0,0.6944085679721652,0.0,230,230,240,240,250,380,680,680,680,680,680
GET,GET /inventory,197,0,45,60.766859683870024,27.11832500062883,554.0611339965835,4776.0,3.33654848513455,0.0,45,52,60,62,90,140,220,490,550,550,550
GET,GET /products,660,0,42,55.16573012159135,24.664165975991637,816.2654950283468,13122.0,11.178284264917782,0.0,42,49,54,57,74,100,190,330,820,820,820
GET,GET /sales-orders,475,0,23,40.22512881195565,12.450552952941507,850.3625160083175,4443.0,8.044977311872646,0.0,23,28,33,36,49,87,300,490,850,850,850
GET,GET /users,80,0,26,44.49341007202747,14.539559953846037,468.6666720081121,596.0,1.3549435472627613,0.0,27,31,35,36,58,200,280,470,470,470,470
POST,POST /auth/login,50,0,690.0,655.4416634212248,260.93925000168383,927.0022689597681,301.0,0.8468397170392259,0.0,690,750,760,780,900,910,930,930,930,930,930
,Aggregated,2345,0,45,73.89971907029667,12.450552952941507,927.0022689597681,10339.51684434968,39.716782729139695,0.0,45,55,63,69,100,230,560,740,910,930,930
