Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /customers,408,0,250.0,457.57016572172813,37.38777799298987,10023.34840898402,17679.0,6.906128948600126,0.0,250,380,470,510,700,970,1500,5900,10000,10000,10000
GET,GET /customers (find id),106,0,270.0,461.1469756780008,53.464290976990014,6362.0054370258,17679.0,1.7942393837049346,0.0,270,380,470,580,850,950,2200,5600,6400,6400,6400
GET,GET /customers/{id},106,0,200.0,243.67722737567746,35.58609599713236,999.3071429780684,1303.7169811320755,1.7942393837049346,0.0,200,290,350,370,550,590,830,850,1000,1000,1000
GET,GET /health,39,0,370.0,439.1033423583931,223.2316419831477,1446.5102319954894,130.0,0.6601446789103061,0.0,370,430,550,600,670,860,1400,1400,1400,1400,1400
GET,GET /inventory,143,0,260.0,492.87684670758557,31.994460034184158,7902.406145003624,4776.0,2.4205304893377892,0.0,260,380,440,490,640,1000,5800,7700,7900,7900,7900
GET,GET /products,478,0,210.0,331.85419574877733,30.672763008624315,9276.749600016046,13122.0,8.09100401331093,0.0,210,300,350,380,520,610,1300,5300,9300,9300,9300
GET,GET /sales-orders,359,0,140.0,275.4823323652151,16.827101004309952,8354.122333985288,4443.0,6.076716403302561,0.0,140,210,260,300,410,560,1000,5000,8400,8400,8400
GET,GET /users,55,0,130.0,369.83575045490977,17.939643992576748,5503.330578038003,596.0,0.930973265129919,0.0,130,200,270,310,480,1200,5400,5500,5500,5500,5500
POST,POST /auth/login,50,0,5200.0,5626.138848720584,2288.0353319924325,8881.183605000842,301.0,0.84633933193629,0.0,5200,7200,7500,7800,7900,8700,8900,8900,8900,8900,8900
,Aggregated,1744,0,220.0,520.7447156923131,16.827101004309952,10023.34840898402,10222.718463302752,29.52031589793779,0.0,220,320,390,450,650,1400,5900,7700,10000,10000,10000
