Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /customers,326,0,2000.0,2705.8232984288834,1481.5923040150665,17403.558607038576,17679.0,5.51859697656771,0.0,2000,2100,2200,2300,3500,8900,13000,13000,17000,17000,17000
GET,GET /customers (find id),86,0,2000.0,2573.7373862438562,1639.4881579908542,19974.60872598458,17679.0,1.4558261962724632,0.0,2100,2100,2200,2200,2500,6400,11000,20000,20000,20000,20000
GET,GET /customers/{id},81,0,1900.0,1908.0288258300702,1467.5012559746392,4539.845247985795,1253.79012345679,1.3711851383496456,0.0,1900,2000,2000,2000,2300,2400,2800,4500,4500,4500,4500
GET,GET /health,33,0,1600.0,1930.5534091298327,1251.919525966514,9431.09050404746,130.0,0.5586309822905964,0.0,1600,1800,1800,1900,2200,3200,9400,9400,9400,9400,9400
GET,GET /inventory,105,0,1900.0,2374.0009730266006,1554.2401190032251,12538.098289980553,4776.0,1.7774622163791702,0.0,1900,2000,2100,2200,2500,3800,11000,12000,13000,13000,13000
GET,GET /products,372,0,1500.0,2144.360375841604,991.8936559697613,14309.902233013418,13122.0,6.297294709457632,0.0,1500,1600,1700,1800,3000,7800,11000,13000,14000,14000,14000
GET,GET /sales-orders,256,0,1300.0,1981.2279503862555,837.5034380005673,12211.725886038039,4443.0,4.333622165648263,0.0,1300,1400,1600,1700,3800,7300,9600,9800,12000,12000,12000
GET,GET /users,44,0,1300.0,2079.597908187266,951.7900879727677,10156.199320976157,596.0,0.7448413097207952,0.0,1300,1500,1600,1700,5000,6900,10000,10000,10000,10000,10000
POST,POST /auth/login,100,0,10000.0,9809.031597279245,2145.6216279766522,17051.937323005404,301.0,1.6928211584563526,0.0,10000,12000,13000,14000,14000,16000,17000,17000,17000,17000,17000
,Aggregated,1403,0,1800.0,2814.1627889281704,837.5034380005673,19974.60872598458,9954.51960085531,23.750280853142627,0.0,1800,2000,2200,2300,7500,11000,13000,14000,17000,20000,20000
