Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /customers,100,0,57,61.03608504170552,38.4414839791134,327.2733149933629,17679.0,1.6932030362299124,0.0,57,63,67,69,74,87,110,330,330,330,330
GET,GET /customers (find id),24,0,58,71.39592633514742,39.108905009925365,327.94994598953053,17679.0,0.406368728695179,0.0,62,66,72,80,82,83,330,330,330,330,330
GET,GET /customers/{id},24,0,33,36.08927090681391,24.38573696417734,55.147306993603706,1285.4583333333333,0.406368728695179,0.0,33,38,45,46,47,54,55,55,55,55,55
GET,GET /health,10,0,230.0,235.56680631591007,209.56759800901636,300.9269299800508,130.0,0.16932030362299125,0.0,230,240,240,240,300,300,300,300,300,300,300
GET,GET /inventory,54,0,50,54.69407317556303,29.384851979557425,326.5380350057967,4776.0,0.9143296395641527,0.0,52,56,57,62,66,67,84,330,330,330,330
GET,GET /products,139,0,42,56.249945721816836,26.845872052945197,315.535877016373,13122.0,2.3535522203595782,0.0,42,47,51,54,66,180,310,310,320,320,320
GET,GET /sales-orders,91,0,22,29.46090176995782,11.90682704327628,289.87947799032554,4443.0,1.5408147629692204,0.0,22,27,30,32,44,56,110,290,290,290,290
GET,GET /users,12,0,24,27.091133752643753,18.057496985420585,49.92417700123042,596.0,0.2031843643475895,0.0,24,25,34,34,38,50,50,50,50,50,50
POST,POST /auth/login,10,0,2103.894596977625,2107.398797792848,2103.894596977625,2116.3702579797246,301.0,0.16932030362299125,0.0,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
,Aggregated,464,0,44,98.90337791374147,11.90682704327628,2116.3702579797246,10173.887931034482,7.8564620881067935,0.0,44,54,58,62,76,240,2100,2100,2100,2100,2100
